Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleCondition,SalePrice
408,70,RL,63.0,15576.0,Reg,Inside,Crawfor,1Fam,2Story,6,7,1915.0,1976,Gable,Wd Sdng,Plywood,NA,0.0,TA,BrkTil,Gd,No,Unf,0.0,840.0,840.0,Ex,840.0,840.0,1680.0,0,2,0,4,TA,8,0,NA,Attchd,1960.0,Unf,1,308.0,0.0,0.0,NA,3,2008,Normal,177000
409,60,RL,109.0,14154.0,Reg,Corner,NridgHt,1Fam,2Story,7,5,2006.0,2006,Gable,VinylSd,VinylSd,BrkFace,350.0,Gd,PConc,Ex,No,Unf,0.0,1063.0,1063.0,Ex,1071.0,1101.0,2172.0,0,2,1,3,Gd,9,1,Gd,Attchd,2006.0,RFn,3,947.0,192.0,62.0,NA,8,2007,Partial,280000
410,60,FV,85.0,10800.0,Reg,Inside,Somerst,1Fam,2Story,8,5,2007.0,2008,Gable,VinylSd,VinylSd,Stone,100.0,Gd,PConc,Ex,No,GLQ,789.0,245.0,1034.0,Ex,1050.0,1028.0,2078.0,1,2,1,3,Ex,8,1,Gd,Attchd,2008.0,Fin,3,836.0,0.0,102.0,NA,4,2008,Partial,339750
411,20,RL,68.0,9571.0,Reg,Inside,Edwards,1Fam,1Story,5,3,1958.0,1958,Gable,Otro,Otro,NA,0.0,TA,CBlock,TA,No,Unf,0.0,1276.0,1276.0,TA,1276.0,0.0,1276.0,0,1,0,3,TA,5,0,NA,Attchd,1958.0,Unf,1,350.0,0.0,0.0,NA,6,2009,Abnorml,60000
412,190,RL,100.0,34650.0,Reg,Inside,Gilbert,2fmCon,1Story,5,5,1955.0,1955,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,CBlock,TA,Mn,Rec,1056.0,0.0,1056.0,TA,1056.0,0.0,1056.0,1,1,0,3,TA,5,0,NA,Attchd,1955.0,Fin,2,572.0,264.0,0.0,NA,1,2006,Normal,145000
413,20,FV,NA,4403.0,IR2,Inside,Somerst,1Fam,1Story,7,5,2009.0,2009,Gable,MetalSd,MetalSd,Stone,432.0,Ex,PConc,Ex,Av,GLQ,578.0,892.0,1470.0,Ex,1478.0,0.0,1478.0,1,2,1,2,Gd,7,1,Gd,Attchd,2009.0,Fin,2,484.0,0.0,144.0,NA,6,2010,Partial,222000
414,30,RM,56.0,8960.0,Reg,Inside,OldTown,1Fam,1Story,5,6,1927.0,1950,Gable,WdShing,Wd Shng,NA,0.0,TA,CBlock,TA,No,Unf,0.0,1008.0,1008.0,Gd,1028.0,0.0,1028.0,0,1,0,2,TA,5,1,Gd,Detchd,1927.0,Unf,2,360.0,0.0,0.0,NA,3,2010,Normal,115000
415,60,RL,59.0,11228.0,IR2,CulDSac,SawyerW,1Fam,2Story,7,5,1993.0,1993,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,BLQ,50.0,499.0,1080.0,Ex,1080.0,1017.0,2097.0,0,2,1,3,Gd,9,1,TA,Attchd,1993.0,Unf,3,678.0,196.0,187.0,NA,12,2008,Normal,228000
416,20,RL,73.0,8899.0,IR1,Inside,Gilbert,1Fam,1Story,7,5,2007.0,2007,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,Av,GLQ,24.0,1316.0,1340.0,Ex,1340.0,0.0,1340.0,0,2,0,3,Gd,6,0,NA,Attchd,2007.0,Fin,2,396.0,100.0,30.0,NA,8,2007,Partial,181134
417,60,RL,74.0,7844.0,Reg,Inside,Sawyer,1Fam,2Story,6,7,1978.0,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,No,ALQ,209.0,463.0,672.0,TA,672.0,728.0,1400.0,0,1,1,3,TA,6,1,TA,Attchd,1978.0,Fin,2,440.0,0.0,0.0,NA,3,2006,Normal,149500
418,70,RL,86.0,22420.0,IR1,Inside,Crawfor,1Fam,2Story,6,6,1918.0,1950,Hip,Wd Sdng,Stucco,NA,0.0,TA,BrkTil,Gd,No,BLQ,1128.0,242.0,1370.0,TA,1370.0,1254.0,2624.0,1,2,1,4,TA,10,1,Gd,Detchd,1918.0,Unf,3,864.0,0.0,0.0,NA,11,2007,Normal,239000
419,50,RL,60.0,8160.0,Reg,Inside,Edwards,1Fam,1.5Fin,5,6,1940.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,BrkTil,TA,No,ALQ,312.0,444.0,756.0,Fa,756.0,378.0,1134.0,1,1,1,3,TA,7,0,NA,Detchd,1940.0,Unf,1,240.0,0.0,0.0,NA,4,2007,Otro,126000
420,20,RL,65.0,8450.0,Reg,Inside,NAmes,1Fam,1Story,5,6,1968.0,1968,Gable,VinylSd,VinylSd,NA,0.0,TA,CBlock,TA,No,BLQ,775.0,281.0,1056.0,Ex,1056.0,0.0,1056.0,1,1,0,3,TA,6,1,Fa,Attchd,1968.0,Unf,1,304.0,0.0,85.0,NA,7,2010,Normal,142000
421,90,RM,78.0,7060.0,Reg,Inside,Mitchel,Duplex,SFoyer,7,5,1997.0,1998,Gable,VinylSd,VinylSd,BrkFace,200.0,TA,PConc,Gd,Gd,GLQ,1309.0,35.0,1344.0,Ex,1344.0,0.0,1344.0,2,2,0,2,TA,8,0,NA,Attchd,1997.0,Fin,3,784.0,0.0,0.0,NA,11,2008,Otro,206300
422,20,RL,NA,16635.0,IR1,FR2,NWAmes,1Fam,1Story,6,7,1977.0,2000,Gable,CemntBd,CmentBd,Stone,126.0,Gd,CBlock,Gd,No,ALQ,1246.0,356.0,1602.0,Gd,1602.0,0.0,1602.0,0,2,0,3,Gd,8,1,TA,Attchd,1977.0,Fin,2,529.0,240.0,0.0,NA,6,2009,Normal,215000
423,20,RL,100.0,21750.0,Reg,Inside,Mitchel,1Fam,1Story,5,5,1954.0,1954,Hip,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,Unf,0.0,988.0,988.0,Ex,988.0,0.0,988.0,0,1,0,2,TA,4,0,NA,Attchd,1954.0,RFn,2,520.0,0.0,0.0,NA,2,2008,Normal,113000
424,60,RL,80.0,9200.0,Reg,Inside,NoRidge,1Fam,2Story,8,5,1998.0,1998,Gable,VinylSd,VinylSd,BrkFace,473.0,Gd,PConc,Gd,No,GLQ,986.0,484.0,1470.0,Gd,1470.0,1160.0,2630.0,1,2,1,4,Gd,8,1,TA,Attchd,1998.0,Fin,3,696.0,0.0,66.0,NA,6,2008,Normal,315000
425,20,RL,72.0,9000.0,Reg,Inside,NAmes,1Fam,1Story,6,5,1956.0,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,CBlock,Gd,No,LwQ,616.0,580.0,1196.0,Gd,1196.0,0.0,1196.0,1,1,0,2,TA,6,1,Gd,Attchd,1956.0,RFn,1,297.0,0.0,44.0,NA,5,2008,Normal,139000
426,60,RM,60.0,3378.0,Reg,Inside,OldTown,1Fam,2Story,7,8,1946.0,1992,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,Unf,0.0,651.0,651.0,Gd,707.0,682.0,1389.0,0,1,1,3,TA,6,2,Gd,Detchd,1947.0,Unf,1,240.0,0.0,0.0,NA,9,2009,Normal,135000
427,80,RL,NA,12800.0,Reg,Inside,SawyerW,1Fam,SLvl,7,5,1989.0,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,PConc,Gd,Gd,GLQ,1518.0,0.0,1518.0,Gd,1644.0,0.0,1644.0,1,2,0,2,Gd,5,1,TA,Attchd,1989.0,Fin,2,569.0,80.0,0.0,NA,8,2009,Normal,275000
428,20,RL,77.0,8593.0,IR1,Inside,NAmes,1Fam,1Story,4,6,1957.0,1957,Hip,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,288.0,619.0,907.0,Ex,907.0,0.0,907.0,0,1,0,3,TA,5,0,NA,Detchd,1964.0,Unf,1,352.0,0.0,0.0,NA,7,2008,Normal,109008
429,20,RL,64.0,6762.0,Reg,Inside,CollgCr,1Fam,1Story,7,5,2007.0,2007,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,Gd,No,GLQ,664.0,544.0,1208.0,Ex,1208.0,0.0,1208.0,1,2,0,2,Gd,6,0,NA,Attchd,2007.0,RFn,2,628.0,105.0,54.0,NA,9,2007,Partial,195400
430,20,RL,130.0,11457.0,IR1,Corner,Timber,1Fam,1Story,6,5,1988.0,1988,Gable,HdBoard,HdBoard,NA,0.0,TA,CBlock,Gd,Mn,GLQ,1005.0,387.0,1392.0,TA,1412.0,0.0,1412.0,1,2,0,3,Gd,6,1,TA,Attchd,1988.0,Unf,2,576.0,0.0,0.0,NA,3,2009,Normal,175000
431,160,RM,21.0,1680.0,Reg,Inside,BrDale,Twnhs,2Story,6,5,1971.0,1971,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,CBlock,TA,No,ALQ,387.0,96.0,483.0,TA,520.0,504.0,987.0,0,1,1,2,TA,4,0,NA,Detchd,1971.0,Unf,1,264.0,0.0,0.0,NA,7,2008,Abnorml,85400
432,50,RM,60.0,5586.0,IR1,Inside,OldTown,1Fam,1.5Fin,6,7,1920.0,1998,Gable,MetalSd,MetalSd,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,901.0,901.0,Gd,1088.0,110.0,1198.0,0,1,0,4,TA,7,0,NA,NA,NA,NA,0,0.0,0.0,98.0,MnPrv,9,2008,Abnorml,79900
433,160,RM,24.0,1920.0,Reg,Inside,BrDale,TwnhsE,2Story,5,5,1971.0,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,No,ALQ,471.0,294.0,765.0,Ex,765.0,600.0,1365.0,1,1,1,2,TA,6,0,NA,Detchd,1971.0,Unf,2,440.0,240.0,36.0,NA,8,2007,Normal,122500
434,60,RL,100.0,10839.0,IR1,Corner,Gilbert,1Fam,2Story,6,5,1997.0,1998,Gable,VinylSd,VinylSd,NA,0.0,TA,PConc,Gd,No,Unf,0.0,926.0,926.0,Ex,926.0,678.0,1604.0,0,2,1,3,TA,7,1,TA,Attchd,1997.0,Fin,2,470.0,0.0,36.0,NA,7,2008,Normal,181000
435,180,RM,21.0,1890.0,Reg,Inside,MeadowV,Twnhs,SFoyer,4,7,1972.0,1972,Gable,CemntBd,CmentBd,NA,0.0,TA,CBlock,Gd,Av,ALQ,495.0,135.0,630.0,Gd,630.0,0.0,692.6637999999999,1,1,0,1,TA,3,0,NA,NA,NA,NA,0,0.0,88.0,0.0,NA,6,2008,Normal,81000
436,60,RL,43.0,10667.0,IR2,CulDSac,CollgCr,1Fam,2Story,7,6,1996.0,1996,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,Av,GLQ,385.0,70.0,799.0,Ex,827.0,834.0,1661.0,1,2,1,3,Gd,6,1,TA,Attchd,1996.0,RFn,2,550.0,158.0,61.0,NA,4,2009,Normal,212000
437,50,RM,40.0,4400.0,Reg,Inside,OldTown,1Fam,1.5Fin,6,8,1920.0,1950,Gable,Stucco,Stucco,NA,0.0,TA,BrkTil,Fa,No,Unf,0.0,648.0,648.0,TA,734.0,384.0,1118.0,0,1,0,2,TA,6,0,NA,Detchd,1990.0,Unf,2,440.0,0.0,0.0,NA,10,2006,Normal,116000
438,45,RM,50.0,6000.0,Reg,Inside,BrkSide,1Fam,Otro,6,7,1926.0,2004,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,PConc,TA,No,Unf,0.0,884.0,884.0,Gd,904.0,0.0,904.0,0,1,0,2,TA,4,0,NA,Detchd,1926.0,Unf,1,180.0,0.0,0.0,NA,1,2009,Normal,119000
439,30,RL,40.0,4280.0,Reg,Inside,Crawfor,1Fam,1Story,5,6,1913.0,2002,Gable,WdShing,Stucco,NA,0.0,TA,PConc,TA,No,LwQ,365.0,75.0,440.0,TA,694.0,0.0,694.0,0,1,0,2,Gd,4,1,Gd,Detchd,1990.0,Unf,1,352.0,0.0,0.0,MnPrv,3,2007,Normal,90350
440,50,RL,67.0,12354.0,Reg,Corner,Edwards,1Fam,1.5Fin,6,8,1920.0,2000,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,Mn,Unf,0.0,684.0,684.0,Gd,684.0,512.0,1196.0,0,1,0,3,Gd,7,0,NA,Detchd,2005.0,Unf,2,528.0,0.0,46.0,GdPrv,8,2009,Normal,110000
441,20,RL,105.0,15431.0,Reg,Inside,NridgHt,1Fam,1Story,10,5,2008.0,2008,Hip,VinylSd,VinylSd,Stone,200.0,Ex,PConc,Ex,Gd,GLQ,1572.1681,788.0,2153.8405000000002,Ex,2218.0086000000006,0.0,2402.0,1,2,0,2,Ex,10,2,Gd,Attchd,2008.0,Fin,3,672.0,0.0,72.0,NA,4,2009,Normal,555000
442,90,RL,92.0,12108.0,Reg,Inside,Edwards,Duplex,1Story,4,4,1955.0,1955,Gable,VinylSd,VinylSd,BrkFace,270.0,TA,CBlock,TA,No,ALQ,133.0,1307.0,1440.0,TA,1440.0,0.0,1440.0,0,2,0,4,Fa,8,0,NA,NA,NA,NA,0,0.0,0.0,0.0,NA,9,2008,Normal,118000
443,50,RM,52.0,6240.0,Reg,Inside,BrkSide,1Fam,1.5Fin,5,7,1930.0,1992,Gable,MetalSd,MetalSd,NA,0.0,TA,PConc,TA,No,Unf,0.0,1078.0,1078.0,TA,1128.0,445.0,1573.0,0,2,0,3,TA,8,1,Gd,Detchd,1930.0,Unf,2,360.0,0.0,0.0,NA,6,2008,Normal,162900
444,120,RL,53.0,3922.0,Reg,Inside,Otro,TwnhsE,1Story,7,5,2006.0,2007,Gable,WdShing,Wd Shng,BrkFace,72.0,Gd,PConc,Ex,Av,Unf,0.0,1258.0,1258.0,Ex,1258.0,0.0,1258.0,0,2,0,2,Gd,6,1,Gd,Attchd,2007.0,Fin,3,648.0,144.0,16.0,NA,6,2007,Partial,172500
445,60,RL,70.0,8750.0,Reg,Inside,CollgCr,1Fam,2Story,7,5,1994.0,1995,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,GLQ,642.0,273.0,915.0,Ex,933.0,975.0,1908.0,1,2,1,4,Gd,8,1,TA,Attchd,1994.0,Unf,2,493.0,144.0,133.0,NA,7,2008,Normal,210000
446,20,RL,73.0,9855.0,Reg,Corner,Edwards,1Fam,1Story,6,5,1956.0,1956,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,CBlock,TA,No,Unf,0.0,1436.0,1436.0,Fa,1689.0,0.0,1689.0,0,1,0,3,TA,7,1,Gd,Attchd,1956.0,Unf,2,480.0,0.0,0.0,MnPrv,11,2009,Normal,127500
447,20,RL,137.0,16492.0,IR1,Corner,NAmes,1Fam,1Story,6,6,1966.0,2002,Gable,BrkFace,Plywood,NA,0.0,Gd,CBlock,TA,No,ALQ,247.0,557.0,1517.0,Ex,1888.0,0.0,1888.0,0,2,1,2,Gd,6,1,Gd,Attchd,1966.0,Fin,2,578.0,0.0,0.0,NA,6,2010,Normal,190000
448,60,RL,NA,11214.0,IR1,Corner,Gilbert,1Fam,2Story,7,5,1998.0,1999,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,Unf,0.0,930.0,930.0,Gd,956.0,930.0,1886.0,0,2,1,4,Gd,10,1,TA,Attchd,1998.0,Fin,2,431.0,89.0,0.0,NA,7,2006,Normal,199900
449,50,RM,50.0,8600.0,Reg,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937.0,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,780.0,780.0,TA,780.0,596.0,1376.0,0,2,0,3,TA,7,1,Gd,Detchd,1937.0,Unf,1,198.0,0.0,0.0,NA,6,2006,Normal,119500
450,50,RM,50.0,6000.0,Reg,Inside,OldTown,1Fam,1.5Fin,3,7,1948.0,2002,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,ALQ,331.0,318.0,649.0,Ex,679.0,504.0,1183.0,0,1,1,2,TA,6,0,NA,Detchd,1981.0,Unf,1,308.0,0.0,176.0,NA,6,2007,Normal,120000
451,30,RM,70.0,5684.0,Reg,Inside,OldTown,1Fam,1Story,6,8,1930.0,2005,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,813.0,813.0,Ex,813.0,0.0,813.0,0,1,0,2,Gd,5,0,NA,Detchd,1932.0,Unf,1,270.0,0.0,113.0,NA,6,2006,Normal,110000
452,20,RL,62.0,36937.732400000175,IR1,Inside,ClearCr,1Fam,1Story,7,5,1975.0,1975,Gable,Plywood,Plywood,NA,0.0,TA,CBlock,Gd,Gd,ALQ,655.0,878.0,1533.0,TA,1533.0,0.0,1533.0,1,2,0,2,Gd,5,2,TA,Attchd,1975.0,Unf,2,576.0,200.0,54.0,NA,12,2006,Normal,280000
453,60,RL,NA,9303.0,IR1,Corner,Timber,1Fam,2Story,6,5,1996.0,1997,Hip,VinylSd,VinylSd,BrkFace,42.0,Gd,PConc,Ex,No,ALQ,742.0,130.0,872.0,Ex,888.0,868.0,1756.0,1,2,1,3,TA,7,0,NA,Attchd,1996.0,Fin,2,422.0,144.0,122.0,NA,7,2007,Normal,204000
454,60,FV,75.0,9000.0,Reg,Inside,Somerst,1Fam,2Story,8,5,2008.0,2008,Gable,VinylSd,VinylSd,NA,0.0,Gd,PConc,Gd,No,Unf,0.0,768.0,768.0,Ex,786.0,804.0,1590.0,0,2,1,3,Gd,6,0,NA,Attchd,2008.0,RFn,2,676.0,0.0,30.0,NA,6,2009,Normal,210000
455,90,RL,63.0,9297.0,Reg,Inside,Mitchel,Duplex,1Story,5,5,1976.0,1976,Gable,Plywood,Plywood,NA,0.0,TA,CBlock,TA,No,ALQ,1572.1681,122.0,1728.0,TA,1728.0,0.0,1728.0,2,2,0,4,TA,8,0,NA,Detchd,1976.0,Unf,2,560.0,0.0,0.0,NA,7,2006,Family,188000
456,20,RL,80.0,9600.0,Reg,Inside,NWAmes,1Fam,1Story,7,6,1973.0,1973,Hip,HdBoard,HdBoard,BrkFace,320.0,TA,CBlock,TA,No,ALQ,916.0,326.0,1242.0,Fa,1242.0,0.0,1242.0,0,1,1,3,TA,6,1,TA,Attchd,1973.0,Unf,2,528.0,0.0,0.0,NA,9,2007,Normal,175500
457,70,RM,34.0,4571.0,Reg,Inside,OldTown,1Fam,2Story,5,5,1916.0,1950,Gable,AsbShng,AsbShng,NA,0.0,TA,BrkTil,TA,No,Unf,0.0,624.0,624.0,Fa,624.0,720.0,1344.0,0,1,0,4,TA,7,0,NA,Detchd,1916.0,Unf,3,513.0,0.0,0.0,NA,5,2008,Abnorml,98000
458,20,RL,NA,36937.732400000175,IR1,CulDSac,ClearCr,1Fam,1Story,4,6,1954.0,1994,Otro,Plywood,Plywood,NA,0.0,TA,CBlock,Gd,Gd,BLQ,1116.0,248.0,1364.0,Ex,1663.0,0.0,1663.0,1,1,0,2,Gd,6,2,Gd,Attchd,1954.0,Fin,2,529.0,224.0,137.0,NA,3,2008,Normal,256000
459,70,RM,NA,5100.0,Reg,Inside,OldTown,1Fam,2Story,8,7,1925.0,1996,Hip,Stucco,Wd Shng,NA,0.0,TA,PConc,TA,No,Unf,0.0,588.0,588.0,Fa,833.0,833.0,1666.0,0,1,0,3,Gd,7,1,Gd,Detchd,1925.0,Unf,1,228.0,192.0,63.0,MnPrv,6,2008,Normal,161000
460,50,RL,NA,7015.0,IR1,Corner,BrkSide,1Fam,1.5Fin,5,4,1950.0,1950,Gable,MetalSd,MetalSd,BrkCmn,161.0,TA,CBlock,TA,No,LwQ,185.0,524.0,709.0,TA,979.0,224.0,1203.0,1,1,0,3,Gd,5,1,TA,Detchd,1950.0,Unf,1,352.0,0.0,0.0,NA,7,2009,Normal,110000
461,60,FV,75.0,8004.0,IR1,Inside,Somerst,1Fam,2Story,8,5,2009.0,2009,Gable,VinylSd,VinylSd,Stone,110.0,Gd,PConc,Gd,No,GLQ,544.0,288.0,832.0,Ex,832.0,1103.0,1935.0,1,2,1,3,TA,8,0,NA,BuiltIn,2009.0,Fin,2,552.0,0.0,150.0,NA,12,2009,Partial,263435
462,70,RL,60.0,7200.0,Reg,Inside,SWISU,1Fam,2Story,7,9,1936.0,2007,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,PConc,Gd,No,ALQ,350.0,0.0,560.0,Ex,575.0,560.0,1135.0,1,1,0,3,Gd,6,0,NA,Detchd,1971.0,RFn,2,576.0,256.0,0.0,MnPrv,4,2009,Normal,155000
463,20,RL,60.0,8281.0,IR1,Inside,Sawyer,1Fam,1Story,5,5,1965.0,1965,Gable,MetalSd,MetalSd,NA,0.0,TA,CBlock,TA,No,Rec,553.0,0.0,864.0,Gd,864.0,0.0,864.0,0,1,0,3,TA,5,1,Po,Detchd,1965.0,Unf,1,360.0,0.0,0.0,GdWo,12,2009,Normal,62383
464,70,RL,74.0,11988.0,IR1,Inside,Crawfor,1Fam,2Story,6,7,1934.0,1995,Hip,Stucco,Stucco,NA,0.0,TA,CBlock,TA,No,LwQ,326.0,389.0,715.0,Fa,849.0,811.0,1660.0,0,1,1,3,TA,6,1,Gd,Detchd,1939.0,Unf,1,240.0,0.0,0.0,NA,8,2008,Normal,188700
465,20,RL,60.0,8430.0,Reg,Inside,CollgCr,1Fam,1Story,5,5,1978.0,1978,Gable,HdBoard,HdBoard,BrkFace,136.0,TA,CBlock,Gd,No,Rec,616.0,424.0,1040.0,TA,1040.0,0.0,1040.0,0,2,0,3,TA,5,0,NA,NA,NA,NA,0,0.0,0.0,0.0,NA,8,2009,Normal,124000
466,120,RM,NA,3072.0,Reg,Inside,Otro,TwnhsE,1Story,7,5,2004.0,2004,Hip,VinylSd,VinylSd,BrkFace,18.0,Gd,PConc,Gd,No,Unf,0.0,1375.0,1375.0,Ex,1414.0,0.0,1414.0,0,2,0,2,Gd,6,1,TA,Attchd,2004.0,Fin,2,398.0,144.0,20.0,NA,5,2006,Normal,178740
467,20,RL,85.0,10628.0,Reg,Inside,NAmes,1Fam,1Story,7,5,1970.0,1970,Otro,Plywood,Plywood,NA,0.0,TA,CBlock,TA,Gd,GLQ,778.0,499.0,1277.0,TA,1277.0,0.0,1277.0,1,1,0,2,TA,5,1,Po,Attchd,1970.0,Unf,2,526.0,0.0,0.0,GdWo,4,2007,Normal,167000
468,70,RL,79.0,9480.0,Reg,Inside,NAmes,1Fam,2Story,5,7,1942.0,1995,Gable,MetalSd,MetalSd,Stone,224.0,TA,CBlock,TA,No,LwQ,386.0,342.0,728.0,Ex,888.0,756.0,1644.0,0,1,1,3,Gd,7,2,Gd,Attchd,1942.0,Unf,1,312.0,168.0,0.0,NA,6,2007,Normal,146500
469,20,RL,98.0,11428.0,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006.0,2006,Gable,VinylSd,VinylSd,Stone,248.0,Gd,PConc,Gd,No,Unf,0.0,1626.0,1626.0,Ex,1634.0,0.0,1634.0,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,3,866.0,0.0,44.0,NA,5,2007,Normal,250000
470,60,RL,76.0,9291.0,IR1,Corner,SawyerW,1Fam,2Story,6,5,1993.0,1993,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,No,GLQ,426.0,406.0,832.0,Ex,832.0,878.0,1710.0,0,2,1,3,Gd,7,0,NA,Attchd,1993.0,RFn,2,506.0,144.0,70.0,NA,6,2008,Normal,187000
471,120,RL,NA,6820.0,IR1,Corner,StoneBr,TwnhsE,1Story,8,5,1985.0,1985,Gable,HdBoard,HdBoard,NA,0.0,Gd,PConc,Gd,Av,GLQ,368.0,0.0,1488.0,TA,1502.0,0.0,1502.0,1,1,1,1,Gd,4,0,NA,Attchd,1985.0,RFn,2,528.0,0.0,54.0,NA,6,2010,Normal,212000
472,60,RL,92.0,11952.0,Reg,Inside,NWAmes,1Fam,2Story,7,6,1977.0,1977,Otro,WdShing,Plywood,NA,0.0,TA,CBlock,Gd,No,Unf,0.0,808.0,808.0,TA,1161.0,808.0,1969.0,0,2,1,3,TA,8,1,Gd,Attchd,1977.0,RFn,2,534.0,0.0,0.0,NA,11,2007,Normal,190000
473,180,RM,35.0,3675.0,Reg,Inside,Edwards,TwnhsE,SLvl,6,5,2005.0,2005,Gable,VinylSd,VinylSd,BrkFace,80.0,TA,PConc,Gd,Gd,GLQ,459.0,88.0,547.0,Ex,1072.0,0.0,1072.0,1,1,0,2,TA,5,0,NA,Basment,2005.0,RFn,2,525.0,0.0,28.0,NA,6,2008,Normal,148000
474,20,RL,110.0,14977.0,IR1,Inside,NridgHt,1Fam,1Story,8,5,2006.0,2007,Gable,VinylSd,VinylSd,BrkFace,304.0,Gd,PConc,Ex,Gd,GLQ,1350.0,626.0,1976.0,Ex,1976.0,0.0,1976.0,1,2,0,2,Gd,7,1,Ex,Attchd,2006.0,RFn,3,908.0,250.0,63.0,NA,7,2007,Partial,440000
475,120,RL,41.0,5330.0,Reg,Inside,StoneBr,TwnhsE,1Story,8,5,2000.0,2000,Gable,CemntBd,CmentBd,NA,0.0,Gd,PConc,Gd,Av,GLQ,1196.0,298.0,1494.0,Ex,1652.0,0.0,1652.0,1,2,0,2,Ex,6,0,NA,Attchd,2000.0,RFn,2,499.0,96.0,48.0,NA,8,2007,Normal,251000
476,20,RL,80.0,8480.0,Reg,Corner,Sawyer,1Fam,1Story,5,6,1963.0,1963,Hip,HdBoard,HdBoard,NA,0.0,TA,CBlock,TA,No,GLQ,630.0,340.0,970.0,TA,970.0,0.0,970.0,1,1,0,2,TA,5,0,NA,Detchd,1996.0,Unf,2,624.0,0.0,24.0,NA,7,2007,Normal,132500
477,20,RL,75.0,13125.0,Reg,Inside,CollgCr,1Fam,1Story,6,5,1997.0,1998,Gable,VinylSd,VinylSd,BrkFace,215.0,TA,PConc,Gd,Gd,GLQ,994.0,484.0,1478.0,Ex,1493.0,0.0,1493.0,1,2,0,3,Gd,7,1,TA,Attchd,1997.0,Fin,2,508.0,140.0,39.0,NA,4,2008,Normal,208900
478,60,RL,105.0,13693.0,Reg,Inside,NridgHt,1Fam,2Story,9,5,2006.0,2006,Hip,VinylSd,VinylSd,BrkFace,772.0,Ex,PConc,Gd,Av,Unf,0.0,1795.8405000000002,2153.0,Ex,2069.0,574.0,2643.0,0,2,1,3,Ex,9,1,Gd,BuiltIn,2006.0,Fin,3,694.0,414.0,84.0,NA,3,2007,Normal,380000
479,20,RL,79.0,10637.0,Reg,Inside,CollgCr,1Fam,1Story,8,5,2007.0,2008,Hip,VinylSd,VinylSd,Stone,336.0,Gd,PConc,Ex,Gd,GLQ,1288.0,417.0,1705.0,Ex,1718.0,0.0,1718.0,1,2,0,3,Gd,7,1,Gd,Attchd,2007.0,RFn,3,826.0,208.0,44.0,NA,9,2009,Normal,297000
480,30,RM,50.0,5925.0,Reg,Inside,OldTown,1Fam,1Story,4,7,1937.0,2000,Hip,Stucco,Stucco,BrkCmn,435.0,TA,BrkTil,Fa,No,Rec,168.0,739.0,907.0,TA,1131.0,0.0,1131.0,0,1,0,2,TA,7,0,NA,Detchd,1995.0,Unf,2,672.0,0.0,72.0,MnPrv,3,2007,Otro,89471
